"calf_id","calf_sex","weight","sample_week","agro_ecological_zones"
"CA051910559","F","40",16,"Bujwanga (19)"
"CA041710489","F","57",51,"Kodiere (17)"
"CA041710499","M","39",21,"Kodiere (17)"
"CA041710497","M","45",26,"Kodiere (17)"
"CA010310070","F","66",51,"Kokare (3)"
"CA010310071","M","NA",46,"Kokare (3)"
"CA010310073","F","NA",41,"Kokare (3)"
"CA010310077","F","42",26,"Kokare (3)"
"CA010310072","F","NA",46,"Kokare (3)"
"CA010310079","F","37",21,"Kokare (3)"
"CA030910250","M","36",51,"Bulwani (9)"
"CA030910249","F","72",51,"Bulwani (9)"
"CA030910261","M","27",11,"Bulwani (9)"
"CA030910263","F","28.5",6,"Bulwani (9)"
"CA030910262","M","30",6,"Bulwani (9)"
"CA030910252","M","NA",41,"Bulwani (9)"
"CA051810530","F","35",16,"Luanda (18)"
"CA051810529","F","34",21,"Luanda (18)"
"CA051810523","F","NA",46,"Luanda (18)"
"CA031410401","M","35",51,"Simur East (14)"
"CA031410400","F","77.5",51,"Simur East (14)"
"CA031410411","F","36",11,"Simur East (14)"
"CA031410408","F","43",26,"Simur East (14)"
"CA031410406","M","39",31,"Simur East (14)"
"CA031410412","M","23",11,"Simur East (14)"
"CA010210042","F","93",51,"Kidera (2)"
"CA010210049","M","41.5",21,"Kidera (2)"
"CA010210054","F","17.5",6,"Kidera (2)"
"CA010210053","F","20",6,"Kidera (2)"
"CA010210046","F","NA",36,"Kidera (2)"
"CA010210044","M","NA",41,"Kidera (2)"
"CA010210043","M","NA",46,"Kidera (2)"
"CA031210350","M","NA",8.42857142857143,"Bumala A (12)"
"CA031010283","M","87.5",51,"Bukati (10)"
"CA031010292","M","41",11,"Bukati (10)"
"CA031010282","F","59",51,"Bukati (10)"
"CA031410415","M","14.5",1,"Simur East (14)"
"CA031210351","F","17",1,"Bumala A (12)"
"CA010210055","M","18",1,"Kidera (2)"
"CA020610177","F","23",1,"Karisa (6)"
"CA031310386","M","18",1,"Yiro West (13)"
"CA031310387","F","16.5",1,"Yiro West (13)"
"CA031110325","F","11",1,"Ikonzo (11)"
"CA052010594","M","14.5",1,"Magombe East (20)"
"CA020610178","F","12",1,"Karisa (6)"
"CA010110028","M","19",1,"East Siboti (1)"
"CA030810235","F","22",1,"Igero (8)"
"CA031310382","F","31",16,"Yiro West (13)"
"CA031310384","M","14",6,"Yiro West (13)"
"CA031310383","F","27",6,"Yiro West (13)"
"CA031310374","M","NA",46,"Yiro West (13)"
"CA030710207","F","21",1,"Otimong (7)"
"CA041510435","M","NA",37.8571428571429,"Namboboto (15)"
"CA030910265","F","22",1,"Bulwani (9)"
"CA030910266","M","22",1,"Bulwani (9)"
"CA020410109","M","NA",31.8571428571429,"Mabusi (4)"
"CA041710506","M","14",1,"Kodiere (17)"
"CA031210354","F","20.5",1,"Bumala A (12)"
"CA030710208","F","23",1,"Otimong (7)"
"CA010210056","M","24",1,"Kidera (2)"
"CA031010296","M","23",1,"Bukati (10)"
"CA030910267","F","14",1,"Bulwani (9)"
"CA030810236","M","22",1,"Igero (8)"
"CA031010298","F","22",1,"Bukati (10)"
"CA020510145","M","11.5",1,"Kamunuoit (5)"
"CA041510445","F","22",1,"Namboboto (15)"
"CA051910565","M","19",1,"Bujwanga (19)"
"CA031310388","M","17",1,"Yiro West (13)"
"CA010110029","M","20",1,"East Siboti (1)"
"CA030810237","F","19",1,"Igero (8)"
"CA031210355","F","21",1,"Bumala A (12)"
"CA020610179","M","19",1,"Karisa (6)"
"CA051810535","M","14.5",1,"Luanda (18)"
"CA051810536","F","14.5",1,"Luanda (18)"
"CA051810526","F","54",26,"Luanda (18)"
"CA051810533","M","28",6,"Luanda (18)"
"CA031410413","M","31",6,"Simur East (14)"
"CA031410410","F","32.5",16,"Simur East (14)"
"CA031410409","M","50.5",21,"Simur East (14)"
"CA031410402","F","NA",46,"Simur East (14)"
"CA031410405","F","NA",36,"Simur East (14)"
"CA010210050","M","34",21,"Kidera (2)"
"CA010210051","M","45",11,"Kidera (2)"
"CA010210045","F","NA",36,"Kidera (2)"
"CA010210047","F","31",26,"Kidera (2)"
"CA010210052","M","35.5",11,"Kidera (2)"
"CA031010288","M","57",26,"Bukati (10)"
"CA031010289","M","43.5",21,"Bukati (10)"
"CA031010294","F","33",6,"Bukati (10)"
"CA031010291","M","32.5",16,"Bukati (10)"
"CA031010287","M","NA",26,"Bukati (10)"
"CA031010286","F","NA",36,"Bukati (10)"
"CA031010284","F","NA",41,"Bukati (10)"
"CA041510437","F","35",21,"Namboboto (15)"
"CA041510436","M","60",26,"Namboboto (15)"
"CA052010591","F","25",11,"Magombe East (20)"
"CA052010592","F","27",11,"Magombe East (20)"
"CA052010593","M","31",6,"Magombe East (20)"
"CA020510138","M","48",26,"Kamunuoit (5)"
"CA020510139","F","42",21,"Kamunuoit (5)"
"CA020510141","M","40",16,"Kamunuoit (5)"
"CA020510140","M","56",21,"Kamunuoit (5)"
"CA020510144","F","31",6,"Kamunuoit (5)"
"CA020510135","M","NA",36,"Kamunuoit (5)"
"CA031110315","F","NA",36,"Ikonzo (11)"
"CA031110321","M","35",11,"Ikonzo (11)"
"CA030810222","M","59",51,"Igero (8)"
"CA030810224","F","NA",46,"Igero (8)"
"CA010110015","M","NA",46,"East Siboti (1)"
"CA010110017","F","NA",41,"East Siboti (1)"
"CA010110026","M","35",6,"East Siboti (1)"
"CA010110018","F","NA",36,"East Siboti (1)"
"CA010110025","F","24",11,"East Siboti (1)"
"CA020610171","M","55",26,"Karisa (6)"
"CA020610165","M","NA",46,"Karisa (6)"
"CA020610164","F","58",51,"Karisa (6)"
"CA020610173","M","58",16,"Karisa (6)"
"CA020610166","F","NA",41,"Karisa (6)"
"CA020610175","F","46",16,"Karisa (6)"
"CA031210342","F","78",51,"Bumala A (12)"
"CA031210340","F","89.5",51,"Bumala A (12)"
"CA031210343","M","NA",36,"Bumala A (12)"
"CA031210346","F","NA",21,"Bumala A (12)"
"CA041610473","F","25",6,"Ojwando B (16)"
"CA041610468","M","26",26,"Ojwando B (16)"
"CA020410110","F","57",26,"Mabusi (4)"
"CA020410102","M","75",51,"Mabusi (4)"
"CA020410113","M","33",11,"Mabusi (4)"
"CA030810223","M","105.5",51,"Igero (8)"
"CA030810231","F","35",16,"Igero (8)"
"CA030810233","M","40",11,"Igero (8)"
"CA030810230","F","42",21,"Igero (8)"
"CA031310373","M","61",51,"Yiro West (13)"
"CA031310372","F","38",51,"Yiro West (13)"
"CA010110014","F","56",51,"East Siboti (1)"
"CA031110323","F","30.5",11,"Ikonzo (11)"
"CA031110316","M","NA",36,"Ikonzo (11)"
"CA031110324","M","26",6,"Ikonzo (11)"
"CA031110320","M","34.5",16,"Ikonzo (11)"
"CA031010293","M","32",11,"Bukati (10)"
"CA031010290","F","32",21,"Bukati (10)"
"CA041510433","M","NA",46,"Namboboto (15)"
"CA041510432","M","NA",46,"Namboboto (15)"
"CA041510430","M","63.5",51,"Namboboto (15)"
"CA041510434","F","NA",46,"Namboboto (15)"
"CA052010584","F","NA",41,"Magombe East (20)"
"CA020510132","M","56",51,"Kamunuoit (5)"
"CA020510134","M","NA",41,"Kamunuoit (5)"
"CA020510133","F","NA",46,"Kamunuoit (5)"
"CA020510136","F","NA",36,"Kamunuoit (5)"
"CA020510143","F","22",6,"Kamunuoit (5)"
"CA031110312","F","56.5",51,"Ikonzo (11)"
"CA031110311","M","56.5",51,"Ikonzo (11)"
"CA031110313","F","NA",46,"Ikonzo (11)"
"CA031110318","M","35",26,"Ikonzo (11)"
"CA031110322","F","36",11,"Ikonzo (11)"
"CA031110319","M","35",21,"Ikonzo (11)"
"CA030810229","M","42",21,"Igero (8)"
"CA030810226","M","NA",36,"Igero (8)"
"CA030810234","M","26",6,"Igero (8)"
"CA030810227","M","NA",36,"Igero (8)"
"CA030810228","M","47.5",31,"Igero (8)"
"CA030810232","F","39.5",16,"Igero (8)"
"CA031310379","F","37",26,"Yiro West (13)"
"CA031310375","M","NA",41,"Yiro West (13)"
"CA031310378","M","38",31,"Yiro West (13)"
"CA031310385","F","26",6,"Yiro West (13)"
"CA031310380","M","38",26,"Yiro West (13)"
"CA010110019","M","48",31,"East Siboti (1)"
"CA010110021","M","35",26,"East Siboti (1)"
"CA010110020","M","36",31,"East Siboti (1)"
"CA010110027","F","25",6,"East Siboti (1)"
"CA010110022","F","55.5",21,"East Siboti (1)"
"CA010110023","F","39",16,"East Siboti (1)"
"CA010110024","M","23",11,"East Siboti (1)"
"CA020610167","M","NA",41,"Karisa (6)"
"CA020610170","F","32",26,"Karisa (6)"
"CA020610169","F","54.5",31,"Karisa (6)"
"CA020610177","F","28.5",6,"Karisa (6)"
"CA020610174","M","43",11,"Karisa (6)"
"CA020610176","M","32.5",6,"Karisa (6)"
"CA031210347","M","46",21,"Bumala A (12)"
"CA031210348","F","39",16,"Bumala A (12)"
"CA031210345","F","59",26,"Bumala A (12)"
"CA031210349","M","46",16,"Bumala A (12)"
"CA031210351","F","18",6,"Bumala A (12)"
"CA041610464","F","NA",41,"Ojwando B (16)"
"CA041610471","F","35",11,"Ojwando B (16)"
"CA041610472","F","45",11,"Ojwando B (16)"
"CA041610466","F","40",31,"Ojwando B (16)"
"CA041610470","F","40",21,"Ojwando B (16)"
"CA020410103","F","NA",46,"Mabusi (4)"
"CA020410116","F","31",6,"Mabusi (4)"
"CA020410108","M","41",31,"Mabusi (4)"
"CA020410114","F","47",11,"Mabusi (4)"
"CA020410111","M","68",21,"Mabusi (4)"
"CA020410112","M","30",16,"Mabusi (4)"
"CA020410106","F","NA",41,"Mabusi (4)"
"CA030710195","F","NA",46,"Otimong (7)"
"CA030710204","M","21",16,"Otimong (7)"
"CA030710197","M","NA",41,"Otimong (7)"
"CA030710202","M","34.5",21,"Otimong (7)"
"CA030710200","F","25",26,"Otimong (7)"
"CA051910557","F","66",31,"Bujwanga (19)"
"CA051910552","M","NA",46,"Bujwanga (19)"
"CA051910555","F","NA",36,"Bujwanga (19)"
"CA051910559","F","43",21,"Bujwanga (19)"
"CA051910561","M","32",16,"Bujwanga (19)"
"CA041710501","M","44",21,"Kodiere (17)"
"CA041710499","M","42",26,"Kodiere (17)"
"CA041710497","M","54",31,"Kodiere (17)"
"CA010310073","F","NA",46,"Kokare (3)"
"CA010310077","F","45",31,"Kokare (3)"
"CA010310078","F","41",26,"Kokare (3)"
"CA010310076","F","43",31,"Kokare (3)"
"CA010310082","M","24",11,"Kokare (3)"
"CA010310081","M","39",21,"Kokare (3)"
"CA030910263","F","35",11,"Bulwani (9)"
"CA020410105","M","NA",41,"Mabusi (4)"
"CA020410109","M","51",31,"Mabusi (4)"
"CA030710198","F","NA",36,"Otimong (7)"
"CA030710196","M","NA",41,"Otimong (7)"
"CA030710203","M","34.5",16,"Otimong (7)"
"CA030710206","F","32",6,"Otimong (7)"
"CA030710205","M","27",11,"Otimong (7)"
"CA030710199","F","30",31,"Otimong (7)"
"CA051910562","M","27",6,"Bujwanga (19)"
"CA051910569","M","25",11,"Bujwanga (19)"
"CA051910554","F","NA",41,"Bujwanga (19)"
"CA051910558","M","43",26,"Bujwanga (19)"
"CA041710500","F","56",21,"Kodiere (17)"
"CA041710498","F","50",26,"Kodiere (17)"
"CA041710495","M","NA",41,"Kodiere (17)"
"CA010310079","F","36",26,"Kokare (3)"
"CA010310072","F","65.5",51,"Kokare (3)"
"CA010310071","M","47.5",51,"Kokare (3)"
"CA010310084","F","24",6,"Kokare (3)"
"CA010310083","F","21",11,"Kokare (3)"
"CA010310075","M","NA",36,"Kokare (3)"
"CA030910251","F","65",51,"Bulwani (9)"
"CA030910259","F","48",26,"Bulwani (9)"
"CA030910257","M","36",31,"Bulwani (9)"
"CA030910258","M","27.5",26,"Bulwani (9)"
"CA030910255","M","NA",41,"Bulwani (9)"
"CA051810533","M","32",11,"Luanda (18)"
"CA031410402","F","52",51,"Simur East (14)"
"CA031410403","F","53",51,"Simur East (14)"
"CA031410409","M","NA",26,"Simur East (14)"
"CA031410405","F","NA",41,"Simur East (14)"
"CA031410410","F","39",21,"Simur East (14)"
"CA031410413","M","38",11,"Simur East (14)"
"CA010210050","M","35",26,"Kidera (2)"
"CA010210051","M","46.5",16,"Kidera (2)"
"CA010210043","M","44",51,"Kidera (2)"
"CA010210052","M","46",16,"Kidera (2)"
"CA010210047","F","31",31,"Kidera (2)"
"CA031010288","M","62",31,"Bukati (10)"
"CA031010295","M","27",6,"Bukati (10)"
"CA031010294","F","36",11,"Bukati (10)"
"CA031010289","M","43",26,"Bukati (10)"
"CA031010291","M","40",21,"Bukati (10)"
"CA031010284","F","NA",46,"Bukati (10)"
"CA041510432","M","78",51,"Namboboto (15)"
"CA041510433","M","84",51,"Namboboto (15)"
"CA041510434","F","91",51,"Namboboto (15)"
"CA052010591","F","27",16,"Magombe East (20)"
"CA030810224","F","64",51,"Igero (8)"
"CA030810226","M","NA",41,"Igero (8)"
"CA030810230","F","44.5",26,"Igero (8)"
"CA030810233","M","44",16,"Igero (8)"
"CA030810232","F","39",21,"Igero (8)"
"CA052010592","F","29",16,"Magombe East (20)"
"CA052010593","M","35.5",11,"Magombe East (20)"
"CA020510135","M","NA",41,"Kamunuoit (5)"
"CA020510144","F","33",11,"Kamunuoit (5)"
"CA020510139","F","46",26,"Kamunuoit (5)"
"CA020510133","F","56",51,"Kamunuoit (5)"
"CA020410108","M","NA",34.1428571428571,"Mabusi (4)"
"CA031110315","F","NA",41,"Ikonzo (11)"
"CA031110323","F","36",16,"Ikonzo (11)"
"CA031110313","F","63",51,"Ikonzo (11)"
"CA031110324","M","30",11,"Ikonzo (11)"
"CA031310374","M","68.5",51,"Yiro West (13)"
"CA031310386","M","21.5",6,"Yiro West (13)"
"CA031310387","F","30",6,"Yiro West (13)"
"CA031310385","F","34",11,"Yiro West (13)"
"CA031310380","M","44",31,"Yiro West (13)"
"CA010110015","M","54",51,"East Siboti (1)"
"CA010110017","F","NA",46,"East Siboti (1)"
"CA010310074","M","NA",41,"Kokare (3)"
"CA030910260","M","30",21,"Bulwani (9)"
"CA030910252","M","NA",46,"Bulwani (9)"
"CA030910262","M","35",11,"Bulwani (9)"
"CA030910261","M","30",16,"Bulwani (9)"
"CA030910253","M","NA",46,"Bulwani (9)"
"CA030910264","F","23",6,"Bulwani (9)"
"CA051810523","F","49.5",51,"Luanda (18)"
"CA051810526","F","55",31,"Luanda (18)"
"CA051810530","F","39",21,"Luanda (18)"
"CA051810529","F","39",26,"Luanda (18)"
"CA031410412","M","27",16,"Simur East (14)"
"CA031410411","F","41",16,"Simur East (14)"
"CA031410408","F","40",31,"Simur East (14)"
"CA031410415","M","21",6,"Simur East (14)"
"CA031410407","M","52",31,"Simur East (14)"
"CA031410406","M","NA",36,"Simur East (14)"
"CA030710199","F","NA",33.1428571428571,"Otimong (7)"
"CA010210049","M","43",26,"Kidera (2)"
"CA010210045","F","NA",41,"Kidera (2)"
"CA010210054","F","22",11,"Kidera (2)"
"CA010210053","F","23.5",11,"Kidera (2)"
"CA010210046","F","NA",41,"Kidera (2)"
"CA010210044","M","NA",46,"Kidera (2)"
"CA010210055","M","28",6,"Kidera (2)"
"CA031010292","M","47",16,"Bukati (10)"
"CA031010293","M","37",16,"Bukati (10)"
"CA031010286","F","NA",41,"Bukati (10)"
"CA031010287","M","82",31,"Bukati (10)"
"CA031010290","F","35",26,"Bukati (10)"
"CA020510144","F","NA",9.14285714285714,"Kamunuoit (5)"
"CA041510437","F","40",26,"Namboboto (15)"
"CA041510436","M","65",31,"Namboboto (15)"
"CA052010594","M","15.5",6,"Magombe East (20)"
"CA052010584","F","NA",46,"Magombe East (20)"
"CA020510138","M","52",31,"Kamunuoit (5)"
"CA020510134","M","NA",46,"Kamunuoit (5)"
"CA020510141","M","42",21,"Kamunuoit (5)"
"CA020510136","F","NA",41,"Kamunuoit (5)"
"CA020510143","F","29.5",11,"Kamunuoit (5)"
"CA031110316","M","NA",41,"Ikonzo (11)"
"CA031110321","M","35",16,"Ikonzo (11)"
"CA031110325","F","15",6,"Ikonzo (11)"
"CA031110318","M","36",31,"Ikonzo (11)"
"CA031110322","F","40",16,"Ikonzo (11)"
"CA031110319","M","44",26,"Ikonzo (11)"
"CA031110320","M","39",21,"Ikonzo (11)"
"CA030810231","F","37",21,"Igero (8)"
"CA030810229","M","44",26,"Igero (8)"
"CA030810227","M","NA",41,"Igero (8)"
"CA030810235","F","35",6,"Igero (8)"
"CA030810228","M","NA",36,"Igero (8)"
"CA030810234","M","32",11,"Igero (8)"
"CA031310383","F","38",11,"Yiro West (13)"
"CA031310384","M","21",11,"Yiro West (13)"
"CA031310382","F","37",21,"Yiro West (13)"
"CA031310375","M","NA",46,"Yiro West (13)"
"CA031310378","M","NA",36,"Yiro West (13)"
"CA031310379","F","42",31,"Yiro West (13)"
"CA010110019","M","NA",36,"East Siboti (1)"
"CA010110021","M","39",31,"East Siboti (1)"
"CA010110027","F","30",11,"East Siboti (1)"
"CA010110022","F","65",26,"East Siboti (1)"
"CA010110026","M","40",11,"East Siboti (1)"
"CA010110020","M","NA",36,"East Siboti (1)"
"CA010110024","M","31",16,"East Siboti (1)"
"CA020610178","F","24",6,"Karisa (6)"
"CA031210347","M","52",26,"Bumala A (12)"
"CA031210348","F","47",21,"Bumala A (12)"
"CA031210345","F","65",31,"Bumala A (12)"
"CA031210349","M","45",21,"Bumala A (12)"
"CA041610476","M","17",1,"Ojwando B (16)"
"CA041610477","M","24",1,"Ojwando B (16)"
"CA031110326","M","21",1,"Ikonzo (11)"
"CA010310085","M","21.5",1,"Kokare (3)"
"CA010310086","F","19",1,"Kokare (3)"
"CA020410118","M","23.5",1,"Mabusi (4)"
"CA020410119","M","21",1,"Mabusi (4)"
"CA041610478","M","14",1,"Ojwando B (16)"
"CA031110327","M","26",1,"Ikonzo (11)"
"CA010310087","M","19.5",1,"Kokare (3)"
"CA010310088","M","20",1,"Kokare (3)"
"CA052010592","F","NA",15.8571428571429,"Magombe East (20)"
"CA030810238","F","22.5",1,"Igero (8)"
"CA010210058","M","21",1,"Kidera (2)"
"CA020510147","M","18",1,"Kamunuoit (5)"
"CA051810537","F","20.5",1,"Luanda (18)"
"CA031110328","M","25",1,"Ikonzo (11)"
"CA030910268","M","21.5",1,"Bulwani (9)"
"CA031010299","M","19",1,"Bukati (10)"
"CA031410416","F","21.5",1,"Simur East (14)"
"CA020510148","M","20",1,"Kamunuoit (5)"
"CA041510446","M","13",1,"Namboboto (15)"
"CA031410417","M","20",1,"Simur East (14)"
"CA041710507","M","16.5",1,"Kodiere (17)"
"CA051910557","F","NA",37.2857142857143,"Bujwanga (19)"
"CA030910268","M","28",6,"Bulwani (9)"
"CA031010289","M","NA",34.1428571428571,"Bukati (10)"
"CA051810533","M","42",21,"Luanda (18)"
"CA051810536","F","30",11,"Luanda (18)"
"CA051810537","F","34",6,"Luanda (18)"
"CA031410405","F","61.5",51,"Simur East (14)"
"CA031410416","F","35.5",6,"Simur East (14)"
"CA031410409","M","NA",36,"Simur East (14)"
"CA031410417","M","21",6,"Simur East (14)"
"CA031410413","M","45",21,"Simur East (14)"
"CA031410410","F","47.5",31,"Simur East (14)"
"CA031010295","M","43",16,"Bukati (10)"
"CA031010299","M","23",6,"Bukati (10)"
"CA031010291","M","46",31,"Bukati (10)"
"CA041510446","M","24",6,"Namboboto (15)"
"CA010210046","F","56.4",51,"Kidera (2)"
"CA010210052","M","60",26,"Kidera (2)"
"CA010210047","F","NA",41,"Kidera (2)"
"CA010210045","F","77",51,"Kidera (2)"
"CA031010286","F","74",51,"Bukati (10)"
"CA031010288","M","NA",41,"Bukati (10)"
"CA030910266","M","30",11,"Bulwani (9)"
"CA030910257","M","NA",41,"Bulwani (9)"
"CA010110019","M","NA",43.4285714285714,"East Siboti (1)"
"CA031110315","F","55",51,"Ikonzo (11)"
"CA031110316","M","54.5",51,"Ikonzo (11)"
"CA010110023","F","46",21,"East Siboti (1)"
"CA010110018","F","NA",41,"East Siboti (1)"
"CA010110025","F","25",16,"East Siboti (1)"
"CA020610176","M","35",11,"Karisa (6)"
"CA020610175","F","50",21,"Karisa (6)"
"CA020610166","F","NA",46,"Karisa (6)"
"CA020610173","M","58",21,"Karisa (6)"
"CA020610171","M","64",31,"Karisa (6)"
"CA020610165","M","97",51,"Karisa (6)"
"CA020610174","M","52",16,"Karisa (6)"
"CA020610167","M","NA",46,"Karisa (6)"
"CA020610170","F","38",31,"Karisa (6)"
"CA020610169","F","NA",36,"Karisa (6)"
"CA020610177","F","32",11,"Karisa (6)"
"CA031210346","F","43",26,"Bumala A (12)"
"CA031210354","F","24",6,"Bumala A (12)"
"CA031210343","M","NA",41,"Bumala A (12)"
"CA041610468","M","28",31,"Ojwando B (16)"
"CA041610473","F","34",11,"Ojwando B (16)"
"CA041610470","F","39",26,"Ojwando B (16)"
"CA020410103","F","29",51,"Mabusi (4)"
"CA020410105","M","NA",46,"Mabusi (4)"
"CA020410109","M","NA",36,"Mabusi (4)"
"CA020410110","F","NA",31,"Mabusi (4)"
"CA020410107","M","NA",41,"Mabusi (4)"
"CA020410113","M","38",16,"Mabusi (4)"
"CA030710204","M","24",21,"Otimong (7)"
"CA030710195","F","49.5",51,"Otimong (7)"
"CA030710197","M","NA",46,"Otimong (7)"
"CA030710203","M","30",21,"Otimong (7)"
"CA030710196","M","NA",46,"Otimong (7)"
"CA030710198","F","NA",41,"Otimong (7)"
"CA051910555","F","NA",41,"Bujwanga (19)"
"CA051910558","M","38",31,"Bujwanga (19)"
"CA051910552","M","64.5",51,"Bujwanga (19)"
"CA030910252","M","90",51,"Bulwani (9)"
"CA030910253","M","46.5",51,"Bulwani (9)"
"CA051910554","F","NA",46,"Bujwanga (19)"
"CA051910569","M","25",16,"Bujwanga (19)"
"CA051910562","M","32",11,"Bujwanga (19)"
"CA010310083","F","24",16,"Kokare (3)"
"CA010310075","M","NA",41,"Kokare (3)"
"CA010310073","F","68.5",51,"Kokare (3)"
"CA010310084","F","29",11,"Kokare (3)"
"CA010310079","F","42",31,"Kokare (3)"
"CA030910257","M","NA",36,"Bulwani (9)"
"CA030910258","M","30",31,"Bulwani (9)"
"CA030910259","F","57",31,"Bulwani (9)"
"CA030910266","M","27",6,"Bulwani (9)"
"CA030910255","M","NA",46,"Bulwani (9)"
"CA051810536","F","20",6,"Luanda (18)"
"CA051810526","F","NA",36,"Luanda (18)"
"CA031410410","F","44",26,"Simur East (14)"
"CA031410409","M","NA",31,"Simur East (14)"
"CA010210046","F","NA",46,"Kidera (2)"
"CA010210044","M","42",51,"Kidera (2)"
"CA010210052","M","54",21,"Kidera (2)"
"CA010210048","F","NA",36,"Kidera (2)"
"CA010210047","F","NA",36,"Kidera (2)"
"CA010210051","M","51",21,"Kidera (2)"
"CA010210050","M","36",31,"Kidera (2)"
"CA031010284","F","67",51,"Bukati (10)"
"CA031010288","M","NA",36,"Bukati (10)"
"CA031010295","M","26",11,"Bukati (10)"
"CA031010294","F","37",16,"Bukati (10)"
"CA031010289","M","38",31,"Bukati (10)"
"CA031410413","M","40",16,"Simur East (14)"
"CA031410406","M","NA",41,"Simur East (14)"
"CA031410405","F","NA",46,"Simur East (14)"
"CA041710500","F","NA",26,"Kodiere (17)"
"CA041710498","F","56",31,"Kodiere (17)"
"CA041710495","M","NA",46,"Kodiere (17)"
"CA051810533","M","36",16,"Luanda (18)"
"CA020410114","F","53",16,"Mabusi (4)"
"CA020410111","M","78",26,"Mabusi (4)"
"CA020410112","M","31.5",21,"Mabusi (4)"
"CA020410106","F","NA",46,"Mabusi (4)"
"CA030710207","F","29",6,"Otimong (7)"
"CA030710205","M","32",16,"Otimong (7)"
"CA030710200","F","29",31,"Otimong (7)"
"CA030710206","F","37",11,"Otimong (7)"
"CA030710202","M","39.5",26,"Otimong (7)"
"CA030710208","F","34",6,"Otimong (7)"
"CA051910559","F","42",26,"Bujwanga (19)"
"CA051910557","F","NA",36,"Bujwanga (19)"
"CA051910565","M","20.5",6,"Bujwanga (19)"
"CA051910565","M","20.5",6,"Bujwanga (19)"
"CA051910561","M","32",21,"Bujwanga (19)"
"CA041710501","M","44.5",26,"Kodiere (17)"
"CA041710499","M","48",31,"Kodiere (17)"
"CA041710506","M","17",6,"Kodiere (17)"
"CA041710497","M","NA",36,"Kodiere (17)"
"CA010310082","M","23.5",16,"Kokare (3)"
"CA010310076","F","NA",36,"Kokare (3)"
"CA010310077","F","NA",36,"Kokare (3)"
"CA010310078","F","46.5",31,"Kokare (3)"
"CA010310081","M","40",26,"Kokare (3)"
"CA010310074","M","NA",46,"Kokare (3)"
"CA030910265","F","38",6,"Bulwani (9)"
"CA030910260","M","35",26,"Bulwani (9)"
"CA030910261","M","34",21,"Bulwani (9)"
"CA030910263","F","37",16,"Bulwani (9)"
"CA030910262","M","44",16,"Bulwani (9)"
"CA030910267","F","18",6,"Bulwani (9)"
"CA030910264","F","30.5",11,"Bulwani (9)"
"CA051810530","F","36.5",26,"Luanda (18)"
"CA051810529","F","47",31,"Luanda (18)"
"CA051810535","M","21",6,"Luanda (18)"
"CA031410412","M","29",21,"Simur East (14)"
"CA031410411","F","47",21,"Simur East (14)"
